"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 28 19:18:28 BDT 2026","Tue Jul 28 19:18:40 BDT 2026","12130","tests.accessibility","test_dashboard_accessibility","","","","test_dashboard_accessibility",""
